DOC_ID	LABEL	RATING	VERIFIED_PURCHASE	PRODUCT_CATEGORY	PRODUCT_ID	PRODUCT_TITLE	REVIEW_TITLE	REVIEW_TEXT
306	__label1__	4	N	Outdoors	B00012M5MS	Schwinn Thrasher Adult Micro Bicycle black/grey Helmet (Adult)	actually comfortable	This is actually comfortable and not at all like my last helmet which was incredibly distracting whenever my husband and I would go out cycling.
307	__label1__	1	N	Electronics	B000VEP3XO	Rocketfish Universal Wireless Rear Speaker Kit RF-WHTIB-A	Drops signal	The unit worked fine initially. However from day 2 on the signal drops every 20 minutes. I have to power cycle either the transmitter or receiver to get the units synced up again.
308	__label1__	3	N	Kitchen	B00HEYJ088	Brita 10 Cup Grand Water Pitcher with 1 Filter, BPA Free, Green	Hold it in place when pouring	This is my second Brita pitcher. The second time around I decided to go big and it is working out ok. The problem with this company is that they seem incapable of producing a lid that fits correctly. You have to hold it in place when pouring (it doesn't fit snugly; one end always sticks up). Same thing occurred with first one I owned. And yes, they were that way right out of the package. Quality control is sorely lacking at Brita. But for the price, the filter does its job so it's an acceptable product and I will keep it.
309	__label1__	4	N	Grocery	B0050NTYXG	HERSHEY'S Halloween Snack Size Assortment (36.22-Ounce Bag, 100 Pieces)	Delicious but a bit expensive	Delicious candies, it comes very well packed, so the taste of each kind of candy was good. My only complaint is that after I purchased them, I found the same package for a better price by several dollars.
310	__label1__	2	N	Kitchen	B00CBFADL8	Thermos 12 Ounce Tritan Hydration Bottle, Clone Wars	My son was disappointed	I love the Yoda design but not the functionality of this bottle. But was disappointed because it leaked after several use.
311	__label1__	2	N	Wireless	B007C8XRJY	Hyperion Verizon Samsung Galaxy Nexus 3800mAh Extended Battery + Back Cover (Compatible ONLY with Verizon Samsung Galaxy Nexus SCH-i515) **NOW WITH NFC CAPABILITIES**	I look to have more but...	I was looking this with first interest buy this ... I can not buy this because I do not trust it. Please check the pictures, and the company website. This is not for Sprint Samsung GalaxyS3 4200mAh is not showing there. From where is this information?
312	__label1__	4	N	Beauty	B001QX4GDC	Conair Professional Hair Brush Set	Not Bad	This brush isn't bad for getting through tangles, although it does stick a little when you have thicker hair. When wet, it seems to be more difficult to use. All around, the brushes are pretty decent for use on your hair.
313	__label1__	4	Y	Beauty	B00GYF65TK	OZNaturals Eye Gel - Eye Cream For Dark Circles, Puffiness, Wrinkles - This Anti Wrinkle Eye Gel Was Voted ALLURE MAGAZINE'S Best In Beauty - The Most Effective Anti Aging Eye Cream Available!	I like this product	I like this product. I am in my mid twenties and really do not have any wrinkles, but I noticed that this does perk my eyes up a little and it is a great preventative for wrinkles. I trust the OZ Naturals brand!
314	__label1__	1	N	Electronics	B00NR5BUQ8	CyberPower RB1280X2D 12V 9Ah UPS Battery - This is an AJC Brand&#174; Replacement	NOT A CYBERPOWER RB1280X2D REPLACEMENT BATTERY	PLEASE NOTE - THIS IS NOT A CYBERPOWER RB1280X2D REPLACEMENT BATTERY. USE OF THIS PRODUCT MAY NEGATIVELY AFFECT PRODUCT PERFORMANCE AND MANUFACTURER WARRANTY.
315	__label1__	4	N	Camera	B0040JHVCC	Canon EOS 60D 18 MP CMOS Digital SLR Camera Body Only	semi pro level body producing pro images	love this dslr, it fits my EF & EFS line of lenses.. The versatile lens helps a lot for low and high angle shots.. less heavy compared with the 7D..
316	__label1__	4	Y	Outdoors	B00E81HKFU	Silicone Swim Cap (Black) for Men and Women - Keep Hair Dry - Recreational, Competitive and Fitness Swimmers - Greater Durability Than Latex Swimming Caps - Lightweight and Comfortable for Adults, Children, Boys and Girls	I switched to silicone caps!	I'm enjoying swimming more often now compared before, i hate latex and I'll never wear one again. Silicone is the thing because it's comfortable to use, doesn't wear out easily and it's cheaper. This cap is durable and very good at keep my hair dry, I love the style as well and the toughness of the silicone. I'll be recommending it to my friends!
317	__label1__	4	N	Office Products	B00006IDM7	Mead Composition Book, Wide Ruled, 9.75 x 7.50 Inch Sheet Size, Black Marble, Bookbound, 100 Sheets (09910)	Wrote down two successful business ideas on this guy!	I carry it around with me and jot down every idea that pops into my mind whenever something comes in that I dont want to forget. Ive been able to start two small (grass roots) businesses that have come up from nothing with all ideas written down in this notebook. Thanks!
318	__label1__	4	N	Health & Personal Care	B008C9KWH2	Transformation Weight Loss Drops	My friends swear by it.but I dont like the taste	Definitely does the trick I have a few friend who swear by this stuff. I'm not a big fan of the taste though
319	__label1__	4	N	PC	B00GMGGZQE	MSI Computer Corp. Video Graphics Card R9 270 GAMING 2G	Great product!	If you are going to use it for playing Counter Strike Global Offensive, like me, you can just go ahead and buy this right now!
320	__label1__	4	N	Baby	B007NG5UF4	VTech DM221 Safe & Sound Digital Audio Baby Monitor	Sound quality is good	This is an awesome baby monitor IF you keep it plugged in constantly, it doesn't last very long off the charger and if you shut it off the monitor, you may as well just plug it in cuz if you turn it back on, it's dead. But sound quality and everything is wonderful.
321	__label1__	4	Y	Beauty	B00NQGWFCQ	Retinol Serum 2.5% - Anti Aging & Anti Wrinkle Face Serum to Help with Lines and Spots - Enhanced with Best Natural Hyaluronic Acid, Green Tea, Vitamin E & Jojoba Oil for Day or Night Use - Body Merry	My face is tighter and more youthful!	I use the Pro-A Serum every other day. I apply  about a dime sized amount to my face and neck after completely washing and drying my face. It has no smell at all. It is a thicker serum, almost gel like. It absorbs well into my face and doesn't leave me feeling oily. I love the results I am getting from the Pro-A serum. My skin is tighter and more firm. It feels softer and more moisturized then it has in a long time. My lines and wrinkles are going away, and I just feel younger, knowing that my face looks better.
322	__label1__	3	N	Lawn and Garden	B009Z6CW7O	Renogy 100 Watts 12 Volts Monocrystalline Solar Panel	low quality and fragile	I had high hopes when I saw that this one was of the bestselling solar panels here. I read most of the reviews here, and decided to purchase one for my house. Once they arrived, I managed to install them and for the first day I didn't had any problem - only thing was that I noticed that panels were of low quality and fragile. Second day the charge controller broke for no apparent reason, I just saw it broken and since I couldn't fix it myself -I called support - which, by the way, was not helpful. I returned the panels and asked for a refund, because they didn't wrote in the description how fragile these were :/.<br /><br />I listened to my friend's advice, who's a solar repairman, and I bought, like he did, a Suntastic Charger ( http://amzn.to/1Ad27Vf ) which I received 4 days ago. It's strange how I never experienced any problem with these - the material was good and firm - and charger was much more practical than of the Renogy.
323	__label1__	4	Y	Camera	B00WE327MA	Agent Spy 007 Sniper Mini Spy Camera 8 GB Memory Card HD Video High Resolution USB Playback On Mac or PC Ultimate Key Chain Mini Surveillance	i love this product	i love this product . bec i love to video something that is hidden and this product works perfectly for me but i hope i could video more. and have a higher memory . :)
324	__label1__	2	N	Beauty	B0090UJFYI	Hyaluronic Acid Serum for Skin- 100% Pure-Highest Quality, Anti-Aging Serum-- Intense Hydration + Moisturizer, Non-greasy, Paraben Free, Vegan-Best Hyaluronic Acid Serum (Pro Formula)	Not a pure quality	I used it once.It is not 100% pure and a good quality as they said.It contains mostly water and alcohol.
325	__label1__	4	N	Health & Personal Care	B003TS1914	Glade Plugins Scented Oil Variety Pack Clear Springs & Fresh Mountain Morning 1.34 Fluid Ounce 2 Count	Good smell	These are all over my house. They work for any size room and are completely mess free. Great price for a quality product.
326	__label1__	4	N	Health & Personal Care	B00K3VKR6S	Beard Growther (Grow Your Beard Fast) 1.9oz	Innovative placement	its a beard growther! little bit confused but found that is cool to use . Thinking to take this one for me.
327	__label1__	2	N	Beauty	B003RR4A2M	Turboion Rbb Croc Classic Straightener, Black Titanium Plates, 1.5 Inch	died	I used this with no problem, issues, didn't drop it, etc the day before then went to use it yesterday and it will not turn on. It just literally died. They said they have no warranty. So after only 6 months of very infrequent use, just died. Would not buy again without a warranty from a company that offered one.
328	__label1__	1	N	Baby	B0011URFRE	Graco Nautilus 3-in-1 Car Seat, Matrix	couldn't release the buckle sometimes and it's not solid...	I wouldn't recommend this baby seat to anyone who wants a safety to his kid. Once I got it, I put it into my car, because I had to drive my kid to the kindergarten, and once I arrived, the buckle just stuck - for no apparent reason. After a 3 minute fight I managed to free my kid from a seat and it was a disappointing experience. It happened 4-5 times after, so in the end I called support and asked them for help. They didn't had concrete solution, so I returned the item and got a refund.<br /><br />Nevertheless, I bought 65LX Seat ( http://amzn.to/1xthVzA ), because a colleague who had a 6 yr old kid said he bought it too and never had any problem with it. Once I got it - a week ago - I never had any problems with buckles, and since it had positive reviews here I wondered why I didn't purchase it prior to this one.
329	__label1__	4	N	Luggage	B004FMHO3U	Rockland Luggage Melbourne 3 Piece  Set, Orange, Medium	perfect ~ almost	Each luggage is perfect for everyone in my family. It is big enough and everything we need can fit on it. It is perfect for everyday get-outs or out-of-town trips. The only thing that I don't like about it is the wheels because they don't seem to be durable. I have this for 2 months already but I still don't trust the wheels. They look as if they will be broken for some time. But aside from that, everything is good already.
330	__label1__	4	N	Video Games	B009DYCTY4	PS3 250 GB Black Friday 2012 Bundle	Great price	They went out of stock in the stores nearby over night. Getting it online is the best thing to do if you don't mind waiting a little. Perfect combination of product and price too...my grandson is going to go ballistic!
331	__label1__	4	N	Beauty	B00557OUEU	Life-Flo Oil, Pure Almond, 16 Ounce	Good Massage Oil	I am a massage therapist and I use almond oil at my job on a daily basis. The oil really helps soothe the skin, especially when you're working with clients who are exposed to the elements a lot. I find it provides the client with a better experience overall, especially working on their backs. My ultimate forumla is to use almond oil on fair areas and jojoba oil on the rougher areas like hands, elbows, or feet. Jojoba oil is awesome- [[ASIN:B00AJFV8L6 NOW Foods Sweet Almond Oil - 16 oz. + FREE Desert Essence Pure Jojoba Oil -- 4 fl oz]]. It really helps soften the skin in those extra hard places.<br /><br />I use the stuff at home too. One dab of each oil in the morning give my hands a soft feeling throughout the day whether I'm working or not. It's great on faces and for some clients, they've told me they use it in their hair as well. The stuff is great, non-greasy, and quick to use!
332	__label1__	4	Y	Beauty	B00SE4KNT2	Anti-aging Cream with Squalane & Hyaluronic Acid - Organic C Serum Beauty Cream Purelx Perfection - Advanced Anti-oxidant Serum with 6 Multi-peptide Wrinkle and Fine Line Reducers - Anti-aging Cream for Women and Men - Promotes Youthful Cell Regeneration for a Younger Look - Wrinkle, Face, Eye, Neck and Décolleté Cream All in One - Certified U.s.a. Facilities - Anti-aging Moisturizer Reduces Wri	I just love how this makes my skin feel and how it ...	I just love how this makes my skin feel and how it feels around my eyes .I don't have lines at all but there's nothing wrong with trying new products .
333	__label1__	4	N	Home	B004U7V38W	Oil Rubbed Bronze Curved Shower Rod - NO SAWING REQUIRED	Very nice shower curtain rod	This is a very nice shower curtain rod. The color is a nice dark brown color. The only issue that I would caution is that the finish is painted on, and does scratch if you are not careful with your hooks/slides.
334	__label1__	3	Y	Health & Personal Care	B00N1EN7SO	Pure Caralluma Fimbriata Extract 1000 mg - 120 Capsules, 10:1 Extract from Whole Cactus Plant, 1000 mg Per Serving Maximum Strength Natural Weight Loss Supplement, Appetite Suppressant, Fat Burner, Carb Blocker. 100% Money Back Guarantee! No Risk - Lose Weight or Your Money Back by ZenVita Formulas	Works okay	I lost only 4 lbs in a month with this caralluma, I will be switching back to garcinia cambogia, garcinia seems to work better for me.
335	__label1__	4	N	Beauty	B006ZBP8NM	Lactic Acid 50% Gel Peel 1 oz - Enhanced with Kojic Acid & Bearberry Extract	excellent	This peel is like a facial in a bottle. It is effective yet gentle. Very easy to use and gives great results. My face has a wonderful glow immediately after using this peel. A little goes a long way, too. An excellent in home peel!
336	__label1__	3	N	Health & Personal Care	B0071O15DO	Lipozene Diet Pills - Maximum Strength Fat Loss Formula - 1500mg - 30 Capsules	works ok	This is a good product. I have been using it exclusively for 6 months or so and saw some solid weight loss. (3-4lbs a month) I have since switched over to a product called LipoPhen which seems to work much better, and I am now seeing 7-8lbs of fat loss per month. If you are a looking for a really intense fat burner/appetite suppressant, I would check out LipoPhen [[ASIN:B00I8ULAD0 LipoPhen - Advanced Weight Loss Supplement]] or LipoDream [[ASIN:B00I8US55G LipoDream - Non-Stimulant Advanced Weight Loss Supplement and Sleep Aid]].
337	__label1__	4	Y	Kitchen	B00YFPXB9I	Cheese Grater with Storage Bag, Hand Held Parmesan Cheese Grater	Easy To Use	I'm really enjoying having a smaller hand held cheese grater. It's much easier to clean and use then my older stand up grater. I use this to grate cheese right on top of homemade pizza and salads instead of having to use the larger grater and a bowl or a plate. I also love that it is dishwasher safe and comes with a storage pouch so I don't cut my hands on it when it's in my utensil drawer.
338	__label1__	4	Y	Wireless	B00NHG0374	Coromose Smile LED USB Charger Cable for Samsung Galaxy S3 S4 I9500 (Hot Pink)	Good quality!	Good quality USB cable, such as a color change indication can tell at a glance if the full load management, but also a very reasonable price, I will have a time when they do so.
339	__label1__	3	N	Beauty	B004UQ6Q62	Braun 3Series 340S-4 Wet & Dry Shaver	fairly acceptable. shaves but not as close as i'd ...	fairly acceptable. shaves but not as close as i'd hoped for no matter how many times i go over the area.
340	__label1__	3	Y	Health & Personal Care	B00QT6E9FQ	Konjac Sponge - Turmeric - Body Sponge, 100% Natural Sponge, Eco-friendly - Gentle Exfoliating Sponge, Deep Cleansing, Improved Skin Texture - Konjac Body or Facial Cleansing Sponge - Natural Beauty Products - Free of Chemicals, Parabens, Sulphates, fragrances & Coloring - Good for Sensitive Skin, Hypoallergenic - Cruelty Free, Vegan, Biodegradable, Naturally Sustainable	i'm only using it for my face but i hate the idea that it is too small	too small! i'm only using it for my face but i hate the idea that it is too small. it doesnt smell anything bad and i actually like the feeling of it. after 3 usage with me and my wife it change texture rather quickly. i also bought another one (circular charcoal) and it degenerates rather quickly.
341	__label1__	4	N	Camera	B00I8BIBCW	Sony DSCW800/B 20.1 MP Digital Camera (Black)	Extremely happy	I really enjoy using camera and the convenience of the strap for hands free. Met all my expectations and then some. Has all the features I was looking for and at a price I could afford.
342	__label1__	4	Y	Beauty	B00D2V4UBY	Dermarie Illuminator Eye Cream & Collagen Energizer Eye Serum Anti-aging Treatment Set, 0.5 oz. / 15 g	I'm liking this cream serum combo	Used the serum for a month and like it a lot so decided to try the eye cream too. Like how you can save a few dollars by buying the set. The serum goes on silky smooth, absorbs well and not greasy. Leaves my skin feeling hydrated and moisturized all day long. Can notice an improvement in the wrinkles too. The eye cream is very nice too. Soft and absorbs nicely into my skin. Skin around my eye area looks brighter and less wrinkly. Going to buy again.
343	__label1__	4	N	Office Products	B00008XPLZ	Columbian #10 Envelopes, 4-1/8" x 9-1/2", White, 100 Per Box (CO196)	Very basic envelope	There is nothing fancy about these envelopes. They are very basic but that is all that you'll need. They have the right format for most letters and are not that expensive.
344	__label1__	4	N	Kitchen	B00EXLOW38	T-fal P25107 Stainless Steel Dishwasher Safe PTFE PFOA and Cadmium Free 10 / 15-PSI Pressure Cooker Cookware, 6.3-Quart, Silver	Worth Money!!!	Good Product. Deep Inside, Nice & Stylish Outside!!. amazon Delivery is also very Quick. Good product @ decent Price
345	__label1__	2	Y	Pet Products	B00R2Q2VS4	KONG Squeezz Crackle Ball, Medium, Colors may vary	It is made form light weight plastic and very easy to eat	This lasted a bit longer than the crackle bone I think simply because it is round.  It is made form light weight plastic and very easy to eat.  My girl and 11 month old puppy was able to eat this in under 10 minutes.  I was hoping it was harder plastic like the normal kong toys but not so.  If you have a chewer - don't waste the money.<br /><br />If your pup doesn't chew and just plays then I would say go for it.  But, if they are a chewer - they will eat it in short order.
346	__label1__	2	Y	Health & Personal Care	B00BZC2BE0	Protein Milkshake Vanilla Whey Protein Powder, 1 LBS, Approx 15 servings	Seems like a great company but was not impressed with the product	The powder certainly smelled sweet and vanilla-like but I wouldn't describe it as a vanilla milkshake.  The fake sugar taste was really really apparent so possibly the plain variety would be better.  Although the company was really nice to send me a sample, I was disappointed and wouldn't order this.
347	__label1__	1	Y	Health & Personal Care	B00NAV9CPA	Great Value Tech® E Series Replacement For Philips Sonicare Essence, Xtreme, Elite and Advance (4-pack)	NOT WORTH THE IMPLIED SAVINGS	These heads do not vibrate any where near as strong as the original Philips Sonicare heads.  Not worth the savings as I had to go buy a brand name repalcement from Walmart after trying these.
348	__label1__	3	Y	Kitchen	B00QMGDOCC	Fruit Infusion Water Bottle - Green	The build of the bottle as a whole is pretty solid. However	The build of the bottle as a whole  is pretty solid. However, there were a few places, specifically the juicer parts where flash plastic got in the way of using the product. The build is solid and it feels good in the hand!
349	__label1__	1	N	PC	B002C3IOZG	Daffodil UFN01 USB Fan with Switch and Speed Adjustable - Can be Powered by USB (USB Cable Included) or 3 X AAA Batteries (Not Included)	whoa	This piece of junk stopped spinning exactly in the middle of me starting to smile. I mean, whoa, did this thing really just stop working just as I was enjoying the breeze? That's just rude man.
350	__label1__	4	N	Home	B00020V95I	InterDesign Forma Self Adhesive Dish Towel and Oven Mit Holder	IMHO	I enjoyed this towel holder, especially good for the design if your in to it like I am, it doesn't hold the really heavy towels but does the job.
351	__label1__	4	Y	Home	B00KSKJZW6	Bed Sheet Set by Becky Cameron Bedding - 16" Deep Pocket Sheets - 1800 Series Brushed Microfiber 4 Piece Set - King, Sage	Love these sheets	Love the softness of these sheets. They are so comfortable. These are a great buy for yourself or as a gift.
352	__label1__	4	N	Home	B00627GJZA	Nearly Natural 5209 Ficus Silk Tree, 6-Feet, Green	fantastic	Fantastic price for such a lovely artificial tree. This makes a great addition the ones already in my house. This tree is my new favorite!
353	__label1__	3	N	Kitchen	B000PSJMQU	George Foreman GR15BWI Super Champ Family Size Grill with Indigo Bun Warmer	cooking surface is very small	The cooking surface is very small and the cleaning is next to impossible. If you don't attempt to clean it while its hot, you may as well throw it away. There is no temperature setting either so it cooks everything fast or it will leave burn marks on your food. I so wanted to like this product because I wanted to eat healthier but this product doesn't live up to expectations.
354	__label1__	1	Y	Beauty	B007WFZ0XI	Savanaahs Organic Argan Oil 4 Oz / 120 ML 100% Pure & Cold Pressed - Premium Grade - USDA Certified Organic - Large 4 Oz Glass Bottle - Excellent Natural Multi-Purpose Moisturizer for Skin, Hair & Nails - Non-Greasy and Fast Absorbing - Good Source of Vitamin E & Omegas - Rejuvenates Dry Skin - 100% Satisfaction Guarantee - 90 Days Full Refund/ Return Policy (No Questions Asked) - New Design & Pac	Absolutely positive this is not pure argan oil - it is either mixed or cut with something...	I have been using other expensive brands but came across this brand while shopping on Amazon, wish I had not made that huge mistake for falling for the reviews & cheap price. Within few minutes of applying this on my face my whole face broke out I mean major break out & my face turned all red and hot it's been a week now and I can still see patches of red dry skin on my face and forehead. I am absolutely positive that this is not pure argan oil , it is either mixed with sunflower oil or cut with other cheap mineral oils, I have never had this bad experience before with pure argan oil and I have been using argan oil for 2+ years now, the only time my skin would have a reaction or break out is if anything had either sesame oil or coconut oil in it or when the products contained mineral oils. We also noticed that this oil very thin compared to other expensive brands and my husband is researching this product and is trying to find a local lab so we can send this bottle to be tested to see what all stuff this oil contains.
355	__label1__	3	N	Home	B000WV84W8	Boye Crochet Master Steel and Aluminum Crochet Hook Set	acceptable, but not the same	The quality of this set of crochet hooks does not compare to previous purchases of individual hooks. I purchase an I-9 crochet hook from a crafts store pre-2000 and the quality was great. These are acceptable, but not the same. Still usable though.
356	__label1__	4	N	Home Entertainment	B00KQK5LK8	Generic H80 Mini Portable LCD LED Home Theater Cinema Game Projector - Support PC Laptop HD 1080P Video IP/IR/USB/SD/HDMI/VGA,for iphone,galaxy,laptop,mac.with Remote Control ,Only for home	Thanks	Very good performance,clarity is very good,there is five year warranty but there is no warranty card pls send.
357	__label1__	4	Y	Health & Personal Care	B00LDUS8H8	Omega 3 Fish Oil - Triple Strength - 1,500 Mg Omega 3 Fatty Acids - 600 Mg DHA 800 Mg EPA - No Fishy Aftertaste - Pharmaceutical Grade Fish Oil - 60 Softgels	I like this supplement	I love Omega 3 supplement but the fish aftertaste is why I stop taking them.  When I saw that these didn't have a fish after taste I was excited until I discovered it did.  It is a mild after taste, not as bad as most I have tried before.  I would recommend these if you can handle the after taste.
358	__label1__	2	N	Outdoors	B001DDPHZQ	Eagles Nest Outfitters - DoubleNest Hammock, Khaki/Olive	too narrow	But this is just far too narrow. It's recommended that one should lie diagonally on a Mayan hammock but this isn't possible with this hammock. I will be returning this and then buying a "family" size hammock for $49 from another firm.
359	__label1__	4	N	Watches	B000AR7S3A	Casio Men's G100-1BV G-Shock Watch in Black Resin	The men in my life love this watch	We just bought this watch for one of my sons birthday gifts and he LOVES it. I am incredibly happy with the quality and this definitely gains the cool points with him. My husband also has this watch and wears it on weekends and it's been going strong and taking the beating of my outdoors man for a couple years now.
360	__label1__	4	Y	Beauty	B00EP2P3ME	Hair Growth Botanical Renovation Anti-hair Loss Scalp Treatment Hair Oil, 4 oz/118 ml, Cayenne & Saw Palmetto	Will order again	I've really enjoyed using this treatment from the moment it was delivered. Easy to apply, smells really nice, doesn't leave my hair feeling heavy or slimy despite the oils in it—in general, this treatment turned out to be perfect for me. It takes effect on hair regrowth after a while, but I like it so much I barely noticed the weeks fly by.
361	__label1__	3	N	Beauty	B00ARF428O	Philips Norelco QG3360/42 Multigroom Plus	Doesn't inspire confidence	While the personal groomer works, the shaky construction quality doesn't inspire confidence. Also the brow shaper lacks a plastic guide - good luck shaving your eyebrows freehand without looking like an electrical shock victim.
362	__label1__	3	N	Furniture	B004XQVEPW	Sauder Deco Panel TV Stand, Black	Customer Service is great!	When I received product the top shelf was shattered in a million pieces.however customer service was great and is sending me a new shelf. The others I have don't sound very well I hope they hold up! I haven't even attempted to put together yet as I need the top shelf. Hope it's as decent as these reviews bc right now I'm not convinced.
363	__label1__	2	N	Wireless	B007C8XRJY	Hyperion Verizon Samsung Galaxy Nexus 3800mAh Extended Battery + Back Cover (Compatible ONLY with Verizon Samsung Galaxy Nexus SCH-i515) **NOW WITH NFC CAPABILITIES**	compare to a turd	I bought this hoping i would get a day out of my battery or that maybe I could use it as a swap battery on long trips. Unfortunately the clips on the case broke on the first use. I was careful placing it in but the materials used for the case seem really cheap. I don't know about the battery yet but it won't be very useful without a case that stays on the phone.
364	__label1__	4	Y	Beauty	B009T47YZ2	World Pride Hot Lovely Metallic Sweet Lady Hollow Rose Flower Elastic Hair Band Headband - Gold	Cute hairband.	I originally bought this hairband for my daughter but when it arrived on my mail and opened. I like it and tried it myself and was happy putting it on my hair so I guess I will order more of this for myself. One for my daughter and one for myself.
365	__label1__	4	Y	Wireless	B00ENM789C	Ariza Imperial® Leather Case for Samsung Galaxy S4 SIV - Hard, Ultra Thin Plastic Cover - Strong Protection, Slim - Luxury Design with Bling - Best Designed for Samsung Cases - Lifetime Warranty - Top Design for Men & Girls - Leaux Comfort Series (Blue with Chrome)	Cool Galaxy Case	Installed it easily on my phone 6 days ago. It doesn't need a manual to put into the phone and looks appealing. I am not sure about hard drops at this stage but seems to work very well with soft drops on the TV stand and bedside stool. Nice one..
366	__label1__	1	N	Health & Personal Care	B000YC70XY	Organic India Turmeric Formula, 90 Vegetarian Capsules	Wanted to love it!	I wanted to love this supplement because it was organic, but apparently it is not what it used to be. I read another very informative review that stated that they changed the formula. What a shame!!!!
367	__label1__	3	N	PC	B0032ANC00	Samsung P2770HD 27-Inch 1920x1080 5ms 16.7M LCD HDTV Monitor	sound quality is the weakest link	It is a good value for a small low cost TV. The picture quality is best on the strongest cable channels. The colors are not vibrant on some digital cable channels. The sound quality is the weakest link. I'm hopping that once I connect runs it through the amplifier and sounds system, that the streaming video and separate sound system and speakers will make it a higher quality and more watch able part of our bedroom system.
368	__label1__	4	N	Books	1118008189	HTML and CSS: Design and Build Websites	Solid	A solid effort. Obviously with all of the books like this one, the effort you put in understanding it and how much you work on implementing what you've learned is determining how successful you are gonna be after you're done with it.
369	__label1__	4	N	Home	B005NBRKXQ	Natural Comfort White Down Alternative Comforter with Embossed Microfiber Shell, Light Weight Filled, Queen	Light still keeping you warm	I have been looking for an inexpensive, high quality duvet insert for a few months. I almost gave up and bought one! I found this insert on my weekly trip to store! It is so light while still keeping you warm!
370	__label1__	4	N	Kitchen	B000AQSMPO	Keurig B60 Special Edition Brewing System	Love this coffee maker!	Words can't describe how much I love this coffee maker. I will gladly pay the extra couple of dollars for k-cups (over bagged coffee) for the convenience and ease of this machine. It makes delicious hot coffee in 30 seconds. You can leave the coffee pod empty and it makes a hot cup of water for tea. I've also used this product to warm up baby bottles instead of boiling water. I've used my keurig at least 3 times a day for over 2 years and haven't had one problem yet. The price is high for a coffee maker, but it literally last forever. I highly recommend this product.
371	__label1__	3	N	Lawn and Garden	B001IV5VDG	Taylor Weekend Warrior Waterproof Digital Thermometer	Do be careful with this	The thermometer itself is fine but it can get really hot to the touch if you leave it close to heat for too long.
372	__label1__	2	N	Health & Personal Care	B00D2IUAVQ	Just Potent High Grade Garcinia Cambogia Extract :: 3000mg Per Serving :: 90 Tablets :: Appetite Suppression:: Quality Tested, Quality Assured!	Not bad	nice just awesome......... jud amizing......... past is nice it must be crezy.  an i dont know what is that... but awesoem
373	__label1__	2	N	Sports	B0000BY56T	Daiwa Mini System Minispin Ultralight Spinning Reel and Rod Combo in Hard Carry Case	Poorly crafted	very unstrudy and not worth the money. It broke the second time I used it while trying to put it together.
374	__label1__	4	N	Lawn and Garden	B004FOEUI0	Instapark® NEW All Black 5W Mono-crystalline Solar Panel with 12V Solar Charge Controller	panel	a mix up in the positive/negative wiring. There is a small removable panel on the back of the solar panel and the charge controller, both easily accessible and requiring no tools, where one can simply verify that the wires are consistently connected from the positive terminal solar panel to the positive terminal controller to the positive terminal device being charged.
375	__label1__	1	N	Beauty	B00JKSZZSU	Brush Heads Replacement. Deep Pore Twin Pack. Mia 2, Mia, Aria, Plus, Pro. Generic Compatible by Green Portal®	Not worth it	These brushes are too soft and very soon after your first usage you will see some of the bristles coming out. This is not worth the purchase, not falling for any generic product again.
376	__label1__	3	N	Beauty	B0001BOF5Y	Galore Perfume by Five Star Fragrance for Women. Cologne Spray 2.0 Oz / 60 Ml	Original Galore by Moneil Body Lotions found at	Galore for women is very nice indeed. I have been wearing this for years and recieve many compliments when I wear this. I just found the Original Monteil Body Lotions for this wonderful fragrance at www.Thefragrancefactory.com<br />They are a reputable site you can read about them in the Seattle Times at http://community.seattletimes.nwsource.com/archive/?date=19991125&slug=2997567
377	__label1__	2	N	Beauty	B001SERK9G	Pretika St255 Sonicdermabrasion Facial Brush (ST255)	constantly shutting itself off	This facial brush was great the first few months. I was very happy with it. Then every once in awhile during use it would shut off. Now when I use it, it is on for about 3 seconds, then shuts itself off and from then on it's constantly shutting itself off and I have to turn it on, again and again and again.
378	__label1__	4	N	Beauty	B007TO3BFQ	Vaseline Healthy White, Skin Lightening Lotion with Active Whitening System, Lighter Skin in 2 Weeks (120 Ml)	Just a good lotion for me.	just bought this and wasn't expecting too much. I wanted to have laughter skin but I am not expecting to get it from this lotion, i just like the smell of this and the skin benefits. I don't know if I already got a noticeable lighter skin with this lotion, I don't notice much because I am not so focused on checking skin changes. But overall, this is really a good lotion.
379	__label1__	3	Y	Beauty	B005R230EO	Caffeine Eye Cream - Organic Colombian Coffee -- Reduce puffiness, dark circles and moisturize - Paraben Free - .5oz	Irritating for Dry Skin	I found that this eye cream irritated my eyes slightly. I think it's because it's currently winter where I live, and the climate is very cold and dry, making my eyes extra sensitive and my skin much dryer that normal. I think that caffeine in this product irritated my already sensitive eyes a bit. I normally don't have any issues with Passport to Organics products, and I have found the Zinc Eye Cream to be wonderful and very moisturizing for the winter. I look forward to giving Caffeine Eye Cream another try in the summer when my eyes are less sensitive!
380	__label1__	4	N	Furniture	B004IDS6II	Sonax FB-2607 Fiji 60-Inch TV Component Bench, Brown	it looked great.	The instructions were ok, but I was lucky it went together correctly since the instructions do not label back and front of pieces. The multiple screws and parts are not labeled on the packages which also is a problem.<br /><br />Once it came together it looked great. One draw was damaged and they are sending a replacement.
381	__label1__	1	N	Home Improvement	B000PGBCOC	Rust-Oleum 241140 Dry Erase Brush-On Kit, White	Boo!	Needed this for a project and now the project has been scrapped because this did not perform as I needed it to. What a waste of time.
